epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,75.043,0.49812,0.39282,1.07893,0.98953,1,0.99347,0.9346,0.46016,0.34994,1.10659,0.000451066,0.000451066,0.000451066
32,77.2431,0.49567,0.3982,1.09219,0.99019,0.99898,0.99374,0.94813,0.41304,0.33516,1.14428,0.000429068,0.000429068,0.000429068
33,79.4598,0.47625,0.38273,1.08999,0.99192,0.99607,0.9938,0.94489,0.43689,0.33528,1.11892,0.00040707,0.00040707,0.00040707
34,81.6414,0.48429,0.38185,1.07518,0.99024,0.99996,0.99362,0.94384,0.43048,0.33325,1.17763,0.000385073,0.000385073,0.000385073
35,83.753,0.4577,0.36588,1.07389,0.9893,1,0.99382,0.94488,0.43042,0.33429,1.20183,0.000363075,0.000363075,0.000363075
36,85.8582,0.45294,0.35991,1.07152,0.98894,1,0.99372,0.94058,0.4405,0.34457,1.17364,0.000341077,0.000341077,0.000341077
37,88.0875,0.46617,0.37549,1.07465,0.98889,1,0.99384,0.93855,0.47141,0.35647,1.19599,0.000319079,0.000319079,0.000319079
38,90.9139,0.47531,0.37331,1.0593,0.9938,0.99462,0.99375,0.93989,0.43655,0.34072,1.1725,0.000297081,0.000297081,0.000297081
39,93.4319,0.44729,0.3587,1.0741,0.99224,0.99596,0.99377,0.9418,0.4505,0.33602,1.20594,0.000275084,0.000275084,0.000275084
40,95.9002,0.48477,0.37629,1.08767,0.9942,0.99286,0.9938,0.94669,0.42967,0.32802,1.25601,0.000253086,0.000253086,0.000253086
41,99.1867,0.43793,0.33676,1.03037,0.99531,0.99286,0.99391,0.93699,0.49625,0.35052,1.19334,0.000231088,0.000231088,0.000231088
42,101.356,0.44498,0.32857,1.02623,0.99488,0.99286,0.99393,0.9422,0.45274,0.33786,1.25064,0.00020909,0.00020909,0.00020909
43,103.432,0.42737,0.33465,1.02871,0.99472,0.99286,0.99378,0.9449,0.44246,0.32902,1.33894,0.000187092,0.000187092,0.000187092
44,105.423,0.4187,0.31431,1.00168,0.9881,1,0.99388,0.94506,0.42961,0.32852,1.30511,0.000165095,0.000165095,0.000165095
45,107.527,0.42001,0.31522,1.02031,0.98877,0.9991,0.99373,0.9443,0.45444,0.33443,1.21696,0.000143097,0.000143097,0.000143097
46,109.701,0.41738,0.31502,1.02774,0.98875,1,0.9937,0.94189,0.44616,0.32919,1.17875,0.000121099,0.000121099,0.000121099
47,111.808,0.41899,0.31329,1.02549,0.98902,0.9991,0.99382,0.94221,0.43992,0.32964,1.17803,9.91012e-05,9.91012e-05,9.91012e-05
48,113.728,0.41872,0.30922,1.02071,0.98849,1,0.994,0.94225,0.44166,0.32783,1.17678,7.71034e-05,7.71034e-05,7.71034e-05
49,115.553,0.39972,0.30597,1.05127,0.98876,0.99928,0.99399,0.94165,0.44289,0.3278,1.16833,5.51056e-05,5.51056e-05,5.51056e-05
50,117.368,0.41979,0.31158,1.02271,0.98834,1,0.99397,0.94631,0.43657,0.32723,1.2112,3.31078e-05,3.31078e-05,3.31078e-05
